Title,Price,Original Price,Price Excl. VAT,HP,Year,Working Hours,Dealer,Location,Image URL,Details,Detail URL,Description,Equipment,Specifications
McCormick X7.460 VT-Drive,,,, 166 hp/123 kW,2017,1620,,,https://static.landwirt.com/6195-991e2309dffef9c76dc1e756e2705059-3721871-0.jpg,"Drive: All-wheel drive, 50 km/h, Three-point hitch (electronic hitch control), Front hydraulic equipment, Front PTO (power take-off), PTO shaft speed (rpm): 540/540E/1000/1000E, bolt size hitch (mm): 38mm, top link rear: hyraulic, ...","https://www.landwirt.com/en/used-farm-machinery,3721871,McCormick-X7460-VT-Drive.html","McCormick needed,
Type: X7.460 VT Drive
FPT BetaPower T4i-4Zyl.-4,500cm³ 122kW/166PS (Power Plus 129kW/175PS)
Tires: 520/60 R 28 fixed rims 650/60 R 38 fixed rims
VT-Drive continuously variable transmission
Multifunctional armrest operation with EasyPilot control lever
Maximum speed 50 km/h - limit to 40 km/h Eco possible
All-wheel front axle with independent suspension IFS
Compressed air brake system 2-circuit system
PTO shaft hydraulic 540 / 540E / 1000 / 1000E rpm
Automatic PTO management (cab/fender)
Three-point Cat. 3 with quick couplers, hydraulic top link
Electronic hitch control EHR
AHK, automatic towing hitch, rotatable, height adjustment 8 times (without ball head coupling)
CCLS load sensing hydraulic system with axial rotary lobe pump 123 l/min + 44 l/min
Cab PREMIERE CAB with hydraulic cab suspension
Automatic climate control
Deluxe driver's seat with low frequency air suspension
swiveling, automatic. Height adjustment, seat belt, lumbar support, headrest
HIDE AWAY p",external operation rear hydraulcs|Air-suspended seat|Creep speed|Air conditioner|Suspended tractor cabin (cab suspension)|ISOBUS|Hydraulic brake valve|Suspended front axle|PowerShuttle|Front PTO (power take-off)|Front loader|vehicle papers|Front loader console|Front hydraulic equipment|Three-point hitch (electronic hitch control)|Reverse motion without pressure|Pneumatic (air) brake|radio|external operation PTO|AdBlue|Platform: Cabin|Drive: All-wheel drive|top link rear: hyraulic|Top speed in km/h: 50 km/h|bolt size hitch (mm): 38mm|PTO shaft speed (rpm): 540/540E/1000/1000E|Supercharger: Turbocharger with intercooler|Transmission: Continuously variable transmission,Condition state:: Very good (condition state 1)|Front tire specifications: 520/60R28|Rear tire specifications: 650/60R38|Front tire tread depth (%): 80|Rear tire tread depth (%): 80|hp:: 166 hp / 123 kW|Working hours:: 1620 h|Year of construction:: 2017|Control units – DW (electrical): 5|Type:: X7.460 VT-Drive
McCormick X5.085,,,, 75 hp/56 kW,2023,3,,,https://static.landwirt.com/6195-5f661af5f192654abb2a1eda4e51c5d9-3552822-0.jpg,"Drive: All-wheel drive, 40 km/h, PowerShift transmission, Platform: Cabin, PTO shaft speed (rpm): 540/540E, Turbocharger with intercooler, emission stage: Tier5, bolt size hitch (mm): 32mm, ...","https://www.landwirt.com/en/used-farm-machinery,3552822,McCormick-X5085.html","McCormick X5.085
 - Neumaschine verfügbar Ende April 2024 -
in serienmäßiger Ausrüstung, 
Motor FPT, 4 Zylinder, Hubraum 3.400 cm³, 75 PS / 55 kW, 
Abgasstufe 5, DOC, AGR, ohne DPF, Ohne SCR, 
Elekroydraulische Allradzuschaltung, 
Elektrohydraulisch schaltbare Heckdifferentialsperre, 
Zapfwelle 540/750 U/min, ohne Wegzapfwelle, 
Externe Zapfwellensteuerung am Kotflügel rechts und links, 
Allradvorderachse mechanisch mit Selbstsperrdifferential, 
Dreipunktaufhängung / Heckkraftheber, 
Dreipunkt Kat. 2 mit Schnellkupplern, Oberlenker mechanisch, 
mechanische Hubwerksregelung MHR, 
Hubstrebe mechanisch
Heckbetätigung für den Kraftheber mit MHR
2 Zusatzhubzylinder, 
Anhängekupplung EEC automatisch, schnellhöhenverstellbar, 
drehbar, Zugmaul mit Bolzen 31,5, 
Deluxe-Fahrersitz luftgefedert, 
mit Sicherheitsgurt und OPS, 
Beifahrersitz, 
Radiovorbereitung (inkl. Lautsprecher und Antenne), 
Heckscheibenwischer, 
Teleskop-Außenspiegel, 
Kabine mit ausstellbarer Frontscheibe, 
Ausstellbare Dachluke mit Sonnenblende, 
4 Arbeitsscheinwerfer, 2 vorne und 2 hinten, 
Hinterrad-Kotflügelverbreiterungen, 
Vorderrad-Kotflügel schwenkbar, 
McCormick rot, 
Frontscheinwerfer für Rechtsverkehr, 
Klimaanlage, 
24/24-Gang-Powershift-Getriebe mit Hi-Lo - 40 km/h, 
Mehrscheibenkupplung in Ölbad, 
2-fach-Powershift Underdrive, 
Elektrohydraulische Wendeschaltung (RPS), 
Zapfwelle elektrohydraulisch, 
2 Zwischenachssteuergeräte ew/dw Standard mit Einhebelsteuergerät, 
3 Steuergeräte ew/dw (1 Hydr. Motor mit Mengenregler, 2 Schwimmstellung), 
1 Rundumwarnleuchte, 
Frontbolzen, 1 Unterlegkeil, 
Maschine Ende April verfügbar!! 
Lieferung gegen Kostenübernahme möglich!!",vehicle papers|radio|Air-suspended seat|Air conditioner|Reverse motion without pressure|external operation PTO|external operation rear hydraulcs|4-wheel brake|Platform: Cabin|hitch: automatic|emission stage: Tier5|Drive: All-wheel drive|Joystick: mechanically|bolt size hitch (mm): 32mm|Top speed in km/h: 40 km/h|top link rear: mechanically|PTO shaft speed (rpm): 540/540E|Transmission: PowerShift transmission|Supercharger: Turbocharger with intercooler,Type:: X5.085|hp:: 75 hp / 56 kW|Working hours:: 3 h|Year of construction:: 2023|Condition state:: Very good (condition state 1)|Rear tire tread depth (%): 100|Control units - DW (total): 4|Front tire specifications: 380/70R20|Rear tire specifications: 480/70R30|Front tire tread depth (%): 100|count of work lights front: 2|count of work lights rear: 2|count of previous owners: 0
McCormick X7,,,, 190 hp/140 kW,2023,5,,,https://static.landwirt.com/4981-b375c886b4e9fbcbf3f11e9c07c9f528-3459845-0.jpg,...,"https://www.landwirt.com/en/used-farm-machinery,3459845,McCormick-X7.html","McCORMICK X7.617 P6 DRIVE összkerékhajtású erőgép KC-BÉKÉS KFT

A KC-BÉKÉS KFT. új és használt mezőgazdasági gépek, alkatrészek és traktorok értékesítése országos szállítással, rövid határidőn belül, szerviz, hitel, lízing pályázati lehetőséggel áll az Önök rendelkezésére.

McCORMICK X7.617 P6 DRIVE összkerékhajtású erőgép  
(140 kW / 190 LE) BSO- - Motor  
FPT BETA POWER NEF 67 motor: 6728 cm³-es, 6 hengeres, 24 szelepes Hi-eSCR2 CommonRail (STAGE V) turbódízel motor töltőlevegő visszahűtővel, nincs EGR a motorban. Névleges teljesítmény: (97/68 CE ISO TR 14396) 111 kW (151 LE) 2200 fordulat/percnél (teljesítmény managementtel) (97/68 CE ISO TR 14396) 111 kW (151 LE). Maximális teljesítmény: (97/68 CE ISO TR 14396) 114 kW (155 LE) 1900 fordulat/percnél (teljesítmény managementtel) (97/68 CE ISO TR 14396) 122 kW (165 LE) fordulat/percnél, maximális nyomaték: 652/676 Nm (1400 fordulat/percnél), viscotronic hűtés, 280 literes üzemanyagtank, 38 literes AdBlue tartály, kipufogófék pedálos.  
Hajtómű  
P6 DRIVE váltó 30/15 ZF TPT 16 típusú, APS AutoPower Shift hajtómű, 6 Powershift, 5 robotizált csoport, maximális sebesség 50 km/h ECO (1970 fordulat/percnél), PowerShuttle (terhelés alatt elektrohidraulikusan kapcsolható irányváltó).  
TLT  
4 fokozatban elektrohidraulikusan kapcsolható TLT, 1000/1000E/540/540E 1995/1600/2005/1608 motor fordulatszám mellett, automata TLT, 6 és 21 bordás 1 3/8”-os tengelycsonkkal.  
Első híd / hátsó híd / fék  
IFS (független karokkal) felfüggesztésű rugózott első híd pozíció érzékelővel (kormányszög szenzor), bolygóműves véglehajtás, elektrohidraulikusan kapcsolható első és hátsó differenciálzár, elektrohidraulikusan kapcsolható összkerékhajtás kuplung, gondozásmentes olajfürdős tárcsafék (5 db HD féktárcsa) a hátsó hídban, hidraulikus működésű üzemi és kormányfék, kettő + egykörös légfékrendszer szárítótartállyal, ABS csatlakozó, fékezéskor az összkerékhajtás bekapcsol.  
Hidraulika rendszer  
CCLS axiáldugattyús hidraulikaszivattyú 175 liter/perc (123+52) teljesítménnyel, EHR szabályzás lengéscsillapítással, közös olajháztartás a hajtóművel, 4 pár elektromosan, kartámaszról vezérelt kihelyezett gyorscsatlakozó, elektronikus mennyiség- és idővezérléssel, szabad visszafolyó ág.  
Függesztőmű / alváz / súlyok  
Szabványos három pont függesztő berendezés KAT.3, bal oldali automata, jobb oldali teleszkópos emelőkar stabilizátorokkal, alsó bekötések gyorskapcsolóval, mechanikus 3. pont bekötés, 2 db Ø 100 mm-es külső emelő munkahenger, maximális emelőképesség 9300 kg, magasságban állítható automata vonófej Ø 38 mm-es csappal, piton vonófej, lengő alsó vonórúd, normál hátsó híd, 16 x 45 kg front súly, vonószemmel és csappal, 6 x 85 kg hátsó keréksúly, TLT és hárompont emelőmű külső működtetése a hátsó sárvédőkről.  
Kabin  
Négy oszlopos prémium kabin nyitható tetőablakkal, napfényrolóval, napellenzővel, zajszint 70 dB, multicontrolleres karfával (jobb oldalt) (Easy Pilot kapcsolóval, a váltó, a hátsó 3. pont, a TLT, a kihelyezett szelepek, a motor memória, a tempomat, a táblavégi forduló kapcsolásához), digitális műszerfal, mechanikus klímaberendezéssel, FOPS leeső tárgyak elleni védelemmel, mechanikus kabinrugózás, SUPER DELUXE kifordítható légrugós vezetőülés (deréktámasszal, fejtámlával) és utasülés biztonsági övvel, hűtődoboz az ülés mellett, rádió előkészítés, teleszkóposan állítható és dönthető kormányoszlop, hátsó ablaktörlő és mosóberendezés, állítható, nagy látószögű teleszkópos visszapillantó tükrök, 16 db halogén munkalámpa (10 db a kabin tetőben, 4 db a kabin oszlopokon, 2 db a motorháztetőben), sárga forgóvillogó jobb és bal oldalon, fém szerszámos láda, rendszámtáblatartó.  
Fedélzeti technológia / Precíziós gazdálkodás  
DSM (Data Screen Management) 12”-os érintőképernyős monitor, Flotta management előkészítés.  
Gumiabroncsozás  
Elöl: 420/85R28 „waffle” állítható felni, dinamikus sárvédők.  
Hátul: 520/85R38 „waffle” állítható felni, hátsó sárvédő szélesítés.  
Méretek  
Teljes hossz: 5344 mm, Szélesség: 2550 mm, Magasság: 2942 / 3078 mm, Tengelytáv: 2760 mm, Fordulási sugár: 5400 mm, Önsúly: 8060 kg, Maximális össztömeg: 11500 kg.  
Keressék gépértékesítő kollégánkat, hogy a legjobb árat adhassuk Önöknek.  
Kukla László: 303529994",,Type:: X7|hp:: 190 hp / 140 kW|Working hours:: 5 h|Year of construction:: 2023
McCormick X6.420,,,, 136 hp/100 kW,2022,,,,https://static.landwirt.com/4981-0754260acca7974b5d255bbbc96a9f58-3459842-0.jpg,...,"https://www.landwirt.com/en/used-farm-machinery,3459842,McCormick-X6420.html","McCormick X6.415 P6 Drive Kc-Békés Kft

A Kc-Békés Kft. új és használt mezőgazdasági gépek,alkatrészek és traktorok értékesítése országos szállítással rövid határidőn belül, szerviz , hitel,lízing pályázati lehetősséggel áll az Önök rendelkezésére .

McCormick X6 Tier4 trakort ajánjuk figyelmükbe.

Motor típusa T4 final DEUTZ-AG
Fordulatszám 2200
ABDULE tartály mérete 20
Üzemanyag tartály mérete 150l
Kormányzási szög 55fok
Hidraulika puma L/MIN 66
Hátsó függesztő előkarok 2
Max. emelő terhelhetőség 6000kg
Önsúly 4600
Érdeklődni: Roszik Dávid Tel: 06/30/6508398",,Year of construction:: 2022|Type:: X6.420|hp:: 136 hp / 100 kW
McCormick X8.631,,,, 313 hp/231 kW,2023,,Argo GmbH,4490 Oberweidelham,https://static.landwirt.com/8263-0305173e7e78e0abc899967819f52b1b-3466018-0.jpg,...,"https://www.landwirt.com/en/used-farm-machinery,3466018,McCormick-X8631.html","McCormick X8.631 VT Drive
6 cylinder engine
313 hp
continuously variable transmission, 50 km/h
hon
CCLS Load Sensing hydraulic system 216 l/min + 115 l/min
6 rear control units + 3 front control units
swiveling super deluxe driver's seat with dynamic air suspension, air conditioning;
Multifunction armrest operation with Easy Pilot joystick
20 LED work lights
climate control
Front tires: 650/65R34
Rear tires: 710/75R42
Custom paint McCormick Metallic Red",,Type:: X8.631|hp:: 313 hp / 231 kW|Year of construction:: 2023
McCormick X5.085,EUR 69.990,,"58.815,13 excl. VAT 19%",,,,,,https://static.landwirt.com/7715-9b70bf7c70979885420423261f2f938b-3439328-0.jpg,"Drive: All-wheel drive, Front loader console, Front loader, 40 km/h, Creep speed, Air-suspended seat, Platform: Cabin, PTO shaft speed (rpm): 540/540E, ...","https://www.landwirt.com/en/used-farm-machinery,3439328,McCormick-X5085.html","Mc Cormick X5.085 Kompakttraktor
- **made in EUROPA** (Traktorenwerk in Italien)
- FPT Motor 4Zylinder 3.400cm³ 55kW/75PS
- Auspuff am Kabineneck nach oben
- Allradvorderachse Hydralock mit Vierradbremssystem
- elektrohydraulische Allradzuschaltung
- 48/16Gang Getriebe mit 3-fach Powershift und Kriechgang 40km/h
- elektrohydraulisch schaltbare Heckdifferenzialsperre
- elektrohydraulische Wendeschaltung
- Zapfwelle 540/750 U/min elektrohydraulisch zuschaltbar
- externe Zapfwellenschaltung am Kotflügel links und rechts
- 3 Hecksteuergeräte ew/dw (1 hydr. Motor mit Mengenregelung, 1 Schwimmstellung, 1Std.)
- mechanische Hubwerksregelung
- Hubstrebe rechts hydraulisch
- 2 Zusatzhubzylinder
- hydraulischer Oberlenker
- Anhängekupplung höhenverstellbar
- Kabine mit KLIMAANLAGE
- Fahrersitz luftgefedert
- Beifahrersitz
- Radiovorbereitung
- ausstellbare Frontscheibe
- ausstellbare Dachscheibe mit Sonnenblende
- 8 LED ARBEITSSCHEINWERFER
- Bereifung 340/85R24 - 420/85R34
McCormick Frontlader M15I
- Einhebelsteuergerät 2x dw
- Parallelführung
- mech. Schwingungstilgung
- 3. Steuerkreis
- Schnellkupplung Multikuppler
- Frontschutz


Wir freuen uns auf Ihre Anfrage. Gerne unterbreiten wir Ihnen ein Angebot per Mail!
Preis ab Lager 94547 Iggensbach, inkl. Mehrwertsteuer. Lieferung EU-Weit gegen Aufpreis möglich.

Bei uns finden Sie Kleingeräte für Forst- und Garten, Anbaugeräte für die Landwirtschaft, Forstmaschinen, Schlepper oder Spezialtechnik nach Ihren Wünschen. Wir bieten Ihnen auch zuverlässigen Service für Ihre Geräte und beliefern Sie mit Original-Ersatzteilen und Zubehör. Seit 1950 sehen wir uns als Partner, als Dienstleister und als Berater unserer Kunden. Qualitativ hohe Produkte, Engagement, Innovation und nachhaltige Entwicklung bestimmen unser Unternehmen. Der persönliche Kontakt zu unseren Kunden liegt uns besonders am Herzen. Kundenwünsche verstehen, mitdenken und Ideen umsetzen - so hielt es unser Firmengründer Peter Oswald sen. vor über 75 Jahren, und nach se",Front loader console|Front loader|Creep speed|Air-suspended seat|Platform: Cabin|Drive: All-wheel drive|Top speed in km/h: 40 km/h|PTO shaft speed (rpm): 540/540E,Control units - DW (total): 3|Type:: X5.085|Front tire specifications: 340/85R24|Rear tire specifications: 420/85R34|Front tire tread depth (%): 100|Rear tire tread depth (%): 100|Control units – EW (total): 3
Mc Cormick X 5 - 120,,,, 120 hp/89 kW,2022,1,Macchine Agricole Stefani Luciano,36030 Motta di Costabissara,https://static.landwirt.com/8821-a248ee993040c9f44517eee6f6d06107-3405150-0.jpg,...,"https://www.landwirt.com/en/used-farm-machinery,3405150,Mc-Cormick-X-5---120.html","MOTORE FPT F36 stageV 4 cil 3600 cc 114 hp
TRASMISSIONE 36 + 12 con HML powershift a 3 stadi 40 km/h	
INVERSORE IDRAULICO CON MODULAZIONE DELL’INNESTO RPS
ASSALE ANTERIORE SOSPESO CON FRENI HYDRALOCK  -PARK LOCK
POMPA TRIPLA (litri 82+32)
GANCI RAPIDI,  TERZO PUNTO IDRAULICO, ASTA DESTRA IDRAULICA
SOLLEVATORE ELETTRONICO CON 2 CILINDRI SUPPLEMENTARI Ø50MM
PDF  SINCR - /E A COMANDO ELETTROIDRAULICO
3  DISTRIBUTORI IDRAULICI POSTERIORI  (1 mot idraulico con D/F + 1 flott. + 1 std  ) DEVIATORE DI FLUSSO
FRENATURA IDRAULICA  RIMORCHIO CON GANCI  C E D2
VERNICE MCCORMICK METALLIC RED - 8 FARI LED
AUTORADIO –SEDILE ISTRUTTORE – CABINA SOSPESA mecc. -SPECCHIETTI TELESCOPICI
GOMMATURA MAGGIORATA 440/65 R24 - 540/65 R34 A CERCHI REGOLABILI NERI 
PESO NUDO SENZA ACCESSORI 	 4100 KG",,Type:: X 5 - 120|hp:: 120 hp / 89 kW|Working hours:: 1 h|Year of construction:: 2022
McCormick X6.414 P6-Drive,,,, 146 hp/108 kW,2023,3,Argo GmbH,4490 Oberweidelham,https://static.landwirt.com/8263-dcca630f9b7273228b2cb3fc40a1dfb4-3408371-1.jpg,"Drive: All-wheel drive, 50 km/h, Front hydraulic equipment, Front PTO (power take-off), Three-point hitch (electronic hitch control), PowerShift transmission, Platform: Cabin, PTO shaft speed (rpm): 540/540E/1000/1000E, ...","https://www.landwirt.com/en/used-farm-machinery,3408371,McCormick-X6414-P6-Drive.html","Exhibition tractor with top equipment!
McCormick X 6.414 P6 drive with front loader
Hydraulic top link
Variable displacement hydraulic pump Load Sensing
4x DW control valves in the rear
2x DW control valves in the front
3.u. 4. Function
front linkage
Front PTO 1,000 rpm
Suspended front axle
Suspended cab
LED work lights
battery disconnect switch
automatic trailer hitch D38
Air brake system 2- wire
Passenger seat with seat belt
ISOBUS preparation
GPS Topcon
50km/h
air conditioning

We would be happy to advise you : [phone number removed]",Suspended front axle|ground drive p.t.o.|radio|PowerShuttle|Exhaust brake|Air-suspended seat|Creep speed|Air conditioner|Suspended tractor cabin (cab suspension)|ISOBUS|Hydraulic brake valve|4-wheel brake|Front PTO (power take-off)|Front loader|Front loader console|external operation rear hydraulcs|Front hydraulic equipment|Three-point hitch (electronic hitch control)|Reverse motion without pressure|Pneumatic (air) brake|AdBlue|vehicle papers|external operation PTO|Platform: Cabin|hitch: automatic|Joystick: electric|emission stage: Tier5|Drive: All-wheel drive|top link rear: hyraulic|bolt size hitch (mm): 32mm|Top speed in km/h: 50 km/h|Transmission: PowerShift transmission|PTO shaft speed (rpm): 540/540E/1000/1000E|Supercharger: Turbocharger with intercooler,Control units – DW (electrical): 5|Condition state:: Very good (condition state 1)|Rear tire specifications: 650/60R 38|Front tire tread depth (%): 100|number of cylinders: 4|count of work lights rear: 6|Type:: X6.414 P6-Drive|hp:: 146 hp / 108 kW|Working hours:: 3 h|count of work lights front: 6|Front tire specifications: 540/60R 28|Rear tire tread depth (%): 100|Year of construction:: 2023|Control units - DW (total): 5|count of previous owners: 0
"McCormick McCormick traktorok 45-310 LE-ig,  Kc-Békés Kft",,,, 45 hp/34 kW,2020,5,,,https://static.landwirt.com/4981-cd73f1f7997f9f3816fbe5d938f2eadf-3310196-0.jpg,...,"https://www.landwirt.com/en/used-farm-machinery,3310196,McCormick-McCormick-traktorok-45-310-LE-ig-Kc-Bekes-Kft.html","McCormick traktorok 45-310 LE-ig,  Kc-Békés Kft

A KC-BÉKÉS KFT. új és használt mezőgazdasági gépek, alkatrészek és traktorok értékesítésével, országos szállítással, rövid határidőn belül, szerviz, hitel, lízing, pályázati lehetőséggel áll az Önök rendelkezésére.

**Az ÚJ HIGH-TECH YANMAR TNV MOTORSZÉRIA**

A Yanmar TNV négyhengeres motorok új generációja nagy teljesítményt, takarékosabb üzemanyagfelhasználást, alacsony zajszintet, magasabb nyomatékot és kisebb károsanyag-kibocsátást kínál. Figyelemre méltó a négyhengeres, 16 szelepes turbómotor kiemelkedő teljesítménye. A motorborítás oldalpaneljeit le lehet venni, így biztosítva a könnyű hozzáférést a motorhoz a rutin szerviz és karbantartás alkalmával.

**ERŐÁTVITEL SZINKRONIZÁLT IRÁNYVÁLTÓVAL**

Az alapsebességváltóba (12 előre + 12 hátra) be van építve egy mászófokozat, amely 32 sebességfokozatot tesz lehetővé. A teljesen szinkronizált irányváltó az összes alapfokozat hátramenetbe kapcsolására ad lehetőséget, így elérhető 16 előre- és 16 hátrameneti sebesség. A vezérlők előre néző helyzetben a hajtott kerék fölött találhatók a legutolsó tervezési irányzatoknak megfelelően.

**Függesztett vezetőállás a GE verziónál, fülke a Standard változatnál**

A függesztett platformra szerelt vezetőülés ergonomikusan elrendezett kezelőelemeket nyújt a könnyű működtetés érdekében. Az új négyoszlopos fülke jobb kilátást és manőverezhetőséget biztosít. Az új fülkét korszerűbb külsővel tervezték, amely hatékonyabb túlnyomásrendszerrel, alacsony zajszinttel és új, nagy teljesítményű légkondicionálóval kényelmes munkakörülményeket szolgáltat a kezelő részére.

**MECHANIKUS EMELŐSZERKEZET ÉS KIEGÉSZÍTŐ SZELEPEK, IDEÁLIS EBBEN A TELJESÍTMÉNYTARTOMÁNYBAN**

A hidraulikarendszer maximális kapacitása 47,7 liter/perc (12,5 GPM). Az 1. kategóriás hárompontos kapcsolószerkezettel ellátott mechanikus emelőszerkezet 1200 kg-ot (2640 lb) tud emelni. A rendszer három egyszeres és kettős működésű kiegészítő szelepet tartalmaz. A kezelőelemek kényelmes és ergonomikus helyzetben találhatók a kezelő jobb oldalán, ujjheggyel működtethetők.

 - 

Bármely további kérdés esetén hívja kollégánkat: Kukla László: 303529994",,"Type:: McCormick traktorok 45-310 LE-ig,  Kc-Békés Kft|hp:: 45 hp / 34 kW|Working hours:: 5 h|Year of construction:: 2020"
McCormick McCormick X7.621 P6-Drive / VT-Drive Kc-Békés Kf,,,, 1 hp/1 kW,2020,5,,,https://static.landwirt.com/4981-33f9af5e30825c51bf73ed04bae74bc9-3310190-0.jpg,...,"https://www.landwirt.com/en/used-farm-machinery,3310190,McCormick-McCormick-X7621-P6-Drive--VT-Drive-Kc-Bekes-Kf.html","McCormick X7.621 P6-Drive / VT-Drive Kc-Békés Kft

Motor típusa: T4 final BETAPOWER  
Fordulatszám: 2200  
ABDULE tartály mérete: 52  
Üzemanyagtartály mérete: 280 l  
Kormányzási szög: 55 fok  
Hidraulika puma: L/MIN 88  
Hátsó függesztő előkarok: 3  
Max. emelhető terhelhetőség: 6300 kg  
Önsúly: 6400 kg",,Year of construction:: 2020|Type:: McCormick X7.621 P6-Drive / VT-Drive Kc-Békés Kf|hp:: 1 hp / 1 kW|Working hours:: 5 h
McCormick McCormick X8 VT-Drive Kc-Békés Kft,,,, 1 hp/1 kW,2020,5,,,https://static.landwirt.com/4981-1877d7cad62faeaf801c7063559067d5-3310182-0.jpg,...,"https://www.landwirt.com/en/used-farm-machinery,3310182,McCormick-McCormick-X8-VT-Drive-Kc-Bekes-Kft.html","McCormick X8 VT-Drive Kc-Békés Kft

Motor típusa: T4 final BETAPOWER  
Fordulatszám: 2100  
ABDULE tartály mérete: 70  
Üzemanyagtartály mérete: 550 l  
Kormányzási szög: 55 fok  
Hidraulika puma: L/MIN 115  
Hátsó függesztő előkarok: 3  
Max. emelhető terhelhetőség: 12000 kg  
Önsúly: 10800 kg",,Working hours:: 5 h|Year of construction:: 2020|Type:: McCormick X8 VT-Drive Kc-Békés Kft|hp:: 1 hp / 1 kW
McCormick McCormick X5.085 Tier4 Interim Kc-Békés Kft,,,, 1 hp/1 kW,2022,5,,,https://static.landwirt.com/4981-0e7c2b576925329949c445f1d379fa11-3310163-0.jpg,...,"https://www.landwirt.com/en/used-farm-machinery,3310163,McCormick-McCormick-X5085-Tier4-Interim-Kc-Bekes-Kft.html","McCormick X5.085 Tier4 Interim Kc-Békés Kft

A Kc-Békés  új és használt mezőgazdasági gépek,alkatrészek és traktorok értékesítése országos szállítással rövid határidőn belül, szerviz , hitel,lízing pályázati lehetősséggel áll az Önök rendelkezésére .
Motor típusa T4 final DEUTZ
Fordulatszám 2200
Üzemanyag tartály mérete 120l
Kormányzási szög 55fok
Hidraulika puma L/min 62
Hátsó függesztő előkarok 2
Max. emelő terhelhetőség 4500kg
Önsúly 3800",,Type:: McCormick X5.085 Tier4 Interim Kc-Békés Kft|hp:: 1 hp / 1 kW|Working hours:: 5 h|Year of construction:: 2022
McCormick X5.100,EUR 65.450,,55.000 excl. VAT 19%, 95 hp/70 kW,2022,95,,,https://static.landwirt.com/6195-60f299d0962143f25fc73a4056e1b1b3-3308433-0.jpg,"Drive: All-wheel drive, 40 km/h, PowerShift transmission, Platform: Cabin, PTO shaft speed (rpm): 540/1000, Turbocharger with intercooler, emission stage: Tier5, bolt size hitch (mm): 38mm, ...","https://www.landwirt.com/en/used-farm-machinery,3308433,McCormick-X5100.html","McCormick Schlepper - Vorführmaschine, 
Typ: X5.100, 
FPT Motor, 4 Zylinder, Hubraum 3.600 cm³, 
Abgasstufe 5, DOC, DPF, SCR, 
Höchstgeschwindigkeit 40 km/h, 
Druckluftanlage - 2 Leiter, 
Getriebe: 24 / 24-Gang,  
Hydraulische Wendeschaltung, 
Zapfwelle 540/1000 U/min, 
Hydrauliksystem 62 + 32 l/min, 
3 ew / dw Steuergeräte (1 Schwimmstellung mit Mengenteiler, 1 Schwimmstellung, 1 Kickout), 
2 Zwischenachssteuergeräte ew / dw Standard mit Kreuzsteuerhebel, 
Vierpfosten-FOPS-Kabine, 
Luftsitz, 
Radiosystem, 
Klimaanlage, 
Ausstellbare Dachscheibe mit Sonnenblende, 
Beifahrersitz, 
Autom. Anhängerkupplung, 
Sofort Verfügbar, 
Lieferung gegen Kostenübernahme möglich!!",vehicle papers|radio|PowerShuttle|Air-suspended seat|Air conditioner|Reverse motion without pressure|Pneumatic (air) brake|external operation PTO|AdBlue|external operation rear hydraulcs|4-wheel brake|Platform: Cabin|hitch: automatic|emission stage: Tier5|Drive: All-wheel drive|Joystick: mechanically|bolt size hitch (mm): 38mm|Top speed in km/h: 40 km/h|top link rear: mechanically|PTO shaft speed (rpm): 540/1000|Transmission: PowerShift transmission|Supercharger: Turbocharger with intercooler,count of work lights rear: 2|Working hours:: 95 h|Front tire specifications: 380/70R24|Rear tire specifications: 480/70R34|Front tire tread depth (%): 100|Rear tire tread depth (%): 100|Control units - DW (total): 3|count of work lights front: 2|count of previous owners: 0|Type:: X5.100|hp:: 95 hp / 70 kW|Year of construction:: 2022|Condition state:: Very good (condition state 1)
